Date,Confirmed,Recovered,Deaths
2021/2/20,86992,77516,1557
2021/2/21,87324,77887,1562
2021/2/22,87681,78394,1573
2021/2/23,88120,79050,1576
2021/2/24,88516,79487,1581
2021/2/25,88922,79880,1585
2021/2/26,89321,80333,1595
2021/2/27,89676,80697,1603
2021/2/28,90031,81070,1605
2021/3/1,90372,81338,1606
2021/3/2,90816,81700,1612
2021/3/3,91240,82162,1619
2021/3/4,91638,82560,1627
2021/3/5,92055,82913,1632
2021/3/6,92471,83220,1634
2021/3/7,92817,83474,1642
2021/3/8,93263,83900,1645
2021/3/9,93733,84312,1648
2021/3/10,94198,84675,1652
2021/3/11,94686,85743,1662
2021/3/12,95176,86625,1667
2021/3/13,95635,87408,1669
2021/3/14,96017,87754,1675
2021/3/15,96380,88255,1678
2021/3/16,96849,88814,1686
2021/3/17,97294,89178,1688
2021/3/18,97757,89523,1690
